SPELL NAME,SPELL BASICS,SPELL LEVEL,SCHOOL,RITUAL,CONCENTRATION,COMPONENTS,RANGE,CAST TIME,DURATION,DESCRIPTION,DAMAGE INFO,DAMAGE SPELL ,MELEE SPELL ATTACK,RANGED SPELL ATTACK,ACID,COLD,BLUDGEONING,FIRE,FORCE,LIGHTNING,NECROTIC,PIERCING,POISON,RADIANT,SLASHING,THUNDER,SPELL CATEGORY,AOE,BANISHMENT,BUFF,CONDITIONS,COMMUNICATION,CONCEALMENT,DEBUFF,DEFENSIVE,DIVINATION,HEAL,ILLUSION,ILLUMINATION,MINIONS,MOBILITY,6TH SENSE,OFFENSIVE,OTHER,PLANAR,REALITY WARP,REVIVE/RESTORE,SCALES,TELEPORTATION,WARDING,SAVING THROWS,CHARISMA,CONSTITUTION,DEXTERITY,STRENGTH,WISDOM,CLASS,ARTIFICER,BARD,CLERIC,DRUID,PALADIN,RANGER,SORCERER,WARLOCK,WIZARD
CONTINGENCY,SPELL BASICS,6,EVOCATION,0,,V.S.M. (A STATUETTE OF YOURSELF CARVED FROM IVORY AND DECORATED WITH GEMS WORTH AT LEAST 1500 GP)@,SELF,10 MINUTES,10 DAYS,"CHOOSE A SPELL OF 5TH LEVEL OR LOWER THAT YOU CAN CAST, THAT HAS A CASTING TIME OF 1 ACTION, AND THAT CAN TARGET YOU. YOU CAST THAT SPELL–CALLED THE CONTINGENT SPELL–AS PART OF CASTING CONTINGENCY, EXPENDING SPELL SLOTS FOR BOTH, BUT THE CONTINGENT SPELL DOESN’T COME INTO EFFECT. INSTEAD, IT TAKES EFFECT WHEN A CERTAIN CIRCUMSTANCE OCCURS. YOU DESCRIBE THAT CIRCUMSTANCE WHEN YOU CAST THE TWO SPELLS. FOR EXAMPLE, A CONTINGENCY CAST WITH WATER BREATHING MIGHT STIPULATE THAT WATER BREATHING COMES INTO EFFECT WHEN YOU ARE ENGULFED IN WATER OR A SIMILAR LIQUID.&THE CONTINGENT SPELL TAKES EFFECT IMMEDIATELY AFTER THE CIRCUMSTANCE IS MET FOR THE FIRST TIME, WHETHER OR NOT YOU WANT IT TO. AND THEN CONTINGENCY ENDS.&THE CONTINGENT SPELL TAKES EFFECT ONLY ON YOU, EVEN IF IT CAN NORMALLY TARGET OTHERS. YOU CAN USE ONLY ONE CONTINGENCY SPELL AT A TIME. IF YOU CAST THIS SPELL AGAIN, THE EFFECT OF ANOTHER CONTINGENCY SPELL ON YOU ENDS. ALSO, CONTINGENCY ENDS ON YOU IF ITS MATERIAL COMPONENT IS EVER NOT ON YOUR PERSON.@",DAMAGE INFO,,,,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,1,,0,0,0,0,,SAVING THROWS,,,,,,CLASS,0,0,0,0,0,0,0,0,1
CONTINUAL FLAME,SPELL BASICS,2,EVOCATION,0,,"V.S.M. (RUBY DUST WORTH 50GP, WHICH THE SPELL CONSUMES)@",SELF,1 ACTION,UNTIL DISPELLED,,DAMAGE INFO,,,,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,,0,0,0,,0,0,0,0,0,1,0,,0,0,0,,0,0,0,0,,SAVING THROWS,,,,,,CLASS,0,0,1,0,0,0,0,0,1
*CONTROL FLAMES,SPELL BASICS,0,TRANSMUTATION,0,,S. @,60 FEET,1 ACTION,INSTANTANEOUS@ OR 1 HOUR@,"YOU CHOOSE NONMAGICAL FLAME THAT YOU CAN SEE WITHIN RANGE AND THAT FITS WITHIN A 5-FOOT CUBE. YOU AFFECT IT IN ONE OF THE FOLLOWING WAYS:&*$YOU INSTANTANEOUS@LY EXPAND THE FLAME 5 FEET IN ONE DIRECTION, PROVIDED THAT WOOD OR OTHER FUEL IS PRESENT IN THE NEW LOCATION.&*$YOU INSTANTANEOUS@LY EXTINGUISH THE FLAMES WITHIN THE CUBE.&*$YOU DOUBLE OR HALVE THE AREA OF BRIGHT LIGHT AND DIM LIGHT CAST BY THE FLAME, CHANGE ITS COLOR, OR BOTH. THE CHANGE LASTS FOR 1 HOUR@.&*$YOU CAUSE SIMPLE SHAPES—SUCH AS THE VAGUE FORM OF A CREATURE, AN INANIMATE OBJECT, OR A LOCATION—TO APPEAR WITHIN THE FLAMES AND ANIMATE AS YOU LIKE. THE SHAPES LAST FOR 1 HOUR@.&IF YOU CAST THIS SPELL MULTIPLE TIMES, YOU CAN HAVE UP TO THREE OF ITS NON-INSTANTANEOUS@ EFFECTS ACTIVE AT A TIME, AND YOU CAN DISMISS SUCH AN EFFECT AS AN ACTION.@",DAMAGE INFO,,,,0,0,0,1,0,0,0,0,0,0,0,0,SPELL CATEGORY,1,,0,0,0,,0,0,0,0,0,1,0,,0,0,0,,1,0,0,0,,SAVING THROWS,,,,,,CLASS,0,0,0,1,0,0,1,0,1
CONTROL WATER,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
CONTROL WEATHER,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
*CONTROL WINDS,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
CORDON OF ARROWS,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
COUNTERSPELL,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
*CREATE BONFIRE,SPELL BASICS,0,CONJURATION,0,,V.S.@,60 FEET,1 ACTION,"CONCENTRATION, UP TO 1 MINUTE@","YOU CREATE A BONFIRE ON GROUND THAT YOU CAN SEE WITHIN RANGE. UNTIL THE SPELLS ENDS, THE BONFIRE FILLS A 5-FOOT CUBE. ANY CREATURE IN THE BONFIRE’S SPACE WHEN YOU CAST THE SPELL MUST SUCCEED ON A DEXTERITY SAVING THROW OR TAKE 1D8 FIRE DAMAGE. A CREATURE MUST ALSO MAKE THE SAVING THROW WHEN IT ENTERS THE BONFIRE’S SPACE FOR THE FIRST TIME ON A TURN OR ENDS ITS TURN THERE.&&AT HIGHER LEVELS. THE SPELL’S DAMAGE INCREASES BY 1D8 WHEN YOU REACH 5TH LEVEL (2D8), 11TH LEVEL (3D8), AND 17TH LEVEL (4D8).@",DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,6,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,0,0,0,1,0,0,1,1,1
CREATE FOOD AND WATER,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
CREATE OR DESTROY WATER,SPELL BASICS,1,TRANSMUTATION,1,,V.S.M. (A DROP OF WATER IF CREATING OR A FEW GRAINS OF SAND IF DESTROYING)@,30 FEET,1 ACTION,INSTANTANEOUS@,"YOU EITHER CREATE OR DESTROY WATER.&*$CREATE WATER. YOU CREATE UP TO 10 GALLONS OF CLEAN WATER WITHIN RANGE IN AN OPEN CONTAINER. ALTERNATIVELY, THE WATER FALLS AS RAIN IN A 30-FOOT CUBE WITHIN RANGE, EXTINGUISHING EXPOSED FLAMES IN THE AREA. &*$DESTROY WATER. YOU DESTROY UP TO 10 GALLONS OF WATER IN AN OPEN CONTAINER WITHIN RANGE. ALTERNATIVELY, YOU DESTROY FOG IN A 30-FOOT CUBE WITHIN RANGE.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 2ND LEVEL OR HIGHER, YOU CREATE OR DESTROY 10 ADDITIONAL GALLONS OF WATER, OR THE SIZE OF THE CUBE INCREASES BY 5 FEET, FOR EACH SLOT LEVEL ABOVE 1ST.@",DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,6,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,0,0,1,1,0,0,0,0,0
CREATE UNDEAD,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
CREATION,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
CROWN OF MADNESS,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
CRUSADERS MANTLE,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
CURE WOUNDS,SPELL BASICS,1,EVOCATION,0,,V.S.@,TOUCH,1 ACTION,INSTANTANEOUS@,"A CREATURE YOU TOUCH REGAINS A NUMBER OF HIT POINTS EQUAL TO 1D8 + YOUR SPELLCASTING ABILITY MODIFIER. THIS SPELL HAS NO EFFECT ON UNDEAD OR CONSTRUCTS.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 2ND LEVEL OR HIGHER, THE HEALING INCREASES BY 1D8 FOR EACH SLOT LEVEL ABOVE 1ST.@",DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,5,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,1,1,1,1,1,1,0,0,0
DANCING LIGHTS,SPELL BASICS,0,EVOCATION,0,,V.S.M. (A BIT OF PHOSPHORUS WYCHWOOD OR A GLOWWORM)@,120 FEET,1 ACTION,"CONCENTRATION, UP TO 1 MINUTE@","YOU CREATE UP TO FOUR TORCH-SIZED LIGHTS WITHIN RANGE, MAKING THEM APPEAR AS TORCHES, LANTERNS, OR GLOWING ORBS THAT HOVER IN THE AIR FOR THE DURATION. YOU CAN ALSO COMBINE THE FOUR LIGHTS INTO ONE GLOWING VAGUELY HUMANOID FORM OF MEDIUM SIZE. WHICHEVER FORM YOU CHOOSE, EACH LIGHT SHEDS DIM LIGHT IN A 10-FOOT RADIUS.&AS A BONUS ACTION ON YOUR TURN, YOU CAN MOVE THE LIGHTS UP TO 60 FEET TO A NEW SPOT WITHIN RANGE. A LIGHT MUST BE WITHIN 20 FEET OF ANOTHER LIGHT CREATED BY THIS SPELL, AND A LIGHT WINKS OUT IF IT EXCEEDS THE SPELL’S RANGE.@",DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,6,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,1,1,0,0,0,0,1,0,1
DARKNESS,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
DARKVISION,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
DAYLIGHT,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
DEATH WARD,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
DELAYED BLAST FIREBALL,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
DEMIPLANE,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
DESTRUCTIVE WAVE,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
DETECT EVIL AND GOOD,SPELL BASICS,1,DIVINATION,0,,V.S.@,SELF,1 ACTION,"CONCENTRATION, UP TO 10 MINUTE@","FOR THE DURATION, YOU KNOW IF THERE IS AN ABERRATION, CELESTIAL, ELEMENTAL, FEY, FIEND, OR UNDEAD WITHIN 30 FEET OF YOU, AS WELL AS WHERE THE CREATURE IS LOCATED. SIMILARLY, YOU KNOW IF THERE IS A PLACE OF OBJECT WITHIN 30 FEET OF YOU THAT HAS BEEN MAGICALLY CONSECRATED OR DESECRATED.&THE SPELL CAN PENETRATE MOST BARRIERS, BUT IT IS BLOCKED BY 1 FOOT OF STONE, 1 INCH OF COMMON METAL, A THIN SHEET OF LEAD, OR 3 FEET OF WOOD OR DIRT.@",DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,6,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,0,0,1,0,1,0,0,0,0
DETECT MAGIC,SPELL BASICS,1,DIVINATION,1,,V.S.@,SELF,1 ACTION,"CONCENTRATION, UP TO 10 MINUTE@","FOR THE DURATION, YOU SENSE THE PRESENCE OF MAGIC WITHIN 30 FEET OF YOU. IF YOU SENSE MAGIC IN THIS WAY, YOU CAN USE YOUR ACTION TO SEE A FAINT AURA AROUND ANY VISIBLE CREATURE OR OBJECT IN THE AREA THAT BEARS MAGIC, AND YOU LEARN ITS SCHOOL OF MAGIC, IF ANY.&THE SPELL CAN PENETRATE MOST BARRIERS, BUT IS BLOCKED BY 1 FOOT OF STONE, 1 INCH OF COMMON METAL, A THIN SHEET OF LEAD, OR 3 FEET OF WOOD OR DIRT.@",DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,6,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,1,1,1,1,1,1,1,0,1
DETECT POISON AND DISEASE,SPELL BASICS,1,DIVINATION,0,,V.S.M. (A YEW LEAF)@,SELF,1 ACTION,"CONCENTRATION, UP TO 10 MINUTE@","FOR THE DURATION, YOU CAN SENSE THE PRESENCE AND LOCATION OF POISONS, POISONOUS CREATURES, AND DISEASES WITHIN 30 FEET OF YOU. YOU ALSO IDENTIFY THE KIND OF POISON, POISONOUS CREATURE, OR DISEASE IN EACH CASE.&THE SPELL CAN PENETRATE MOST BARRIERS, BUT IS BLOCKED BY 1 FOOT OF STONE, 1 INCH OF COMMON METAL, A THIN SHEET OF LEAD, OR 3 FEET OF WOOD OR DIRT.@",DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,6,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,0,0,1,1,1,1,0,0,0
DETECT THOUGHTS,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
*DIGITAL PHANTOM,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
DIMENSION DOOR,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
DISGUISE SELF,SPELL BASICS,1,ILLUSION,0,,V.S.@,SELF,1 ACTION,1 HOUR@,"YOU MAKE YOURSELF – INCLUDING YOUR CLOTHING, ARMOR, WEAPONS, AND OTHER BELONGINGS ON YOUR PERSON – LOOK DIFFERENT UNTIL THE SPELL ENDS OR UNTIL YOU USE YOUR ACTION TO DISMISS IT. YOU CAN SEEM 1 FOOT SHORTER OR TALLER AND CAN APPEAR THIN, FAT, OR IN BETWEEN. YOU CAN’T CHANGE YOUR BODY TYPE, SO YOU MUST ADOPT A FORM THAT HAS THE SAME BASIC ARRANGEMENT OF LIMBS. OTHERWISE, THE EXTENT OF THE ILLUSION IS UP TO YOU.&THE CHANGES WROUGHT BY THIS SPELL FAIL TO HOLD UP TO PHYSICAL INSPECTION. FOR EXAMPLE, IF YOU USE THIS SPELL TO ADD A HAT TO YOUR OUTFIT, OBJECTS PASS THROUGH THE HAT, AND ANYONE WHO TOUCHES IT WOULD FEEL NOTHING OR WOULD FEEL YOUR HEAD AND HAIR. IF YOU USE THIS SPELL TO APPEAR THINNER THAN YOU ARE, THE HAND OF SOMEONE WHO REACHES OUT TO TOUCH YOU WOULD BUMP INTO YOU WHILE IT WAS SEEMINGLY STILL IN MIDAIR. TO DISCERN THAT YOU ARE DISGUISED, A CREATURE CAN USE ITS ACTION TO INSPECT YOUR APPEARANCE AND MUST SUCCEED ON AN INTELLIGENCE (INVESTIGATION) CHECK AGAINST YOUR SPELL SAVE DC.@",DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,6,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,1,1,0,0,0,0,1,0,1
DISINTEGRATE,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
DISPEL EVIL AND GOOD,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
DISPEL MAGIC,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
DISSONANT WHISPERS,SPELL BASICS,1,ENCHANTMENT,0,,V.@,60 FEET,1 ACTION,INSTANTANEOUS@,"YOU WHISPER A DISCORDANT MELODY THAT ONLY ONE CREATURE OF YOUR CHOICE WITHIN RANGE CAN HEAR, WRACKING IT WITH TERRIBLE PAIN. THE TARGET MUST MAKE A WISDOM SAVING THROW. ON A FAILED SAVE, IT TAKES 3D6 PSYCHIC DAMAGE AND MUST IMMEDIATELY USE ITS REACTION, IF AVAILABLE, TO MOVE AS FAR AS ITS SPEED ALLOWS AWAY FROM YOU. THE CREATURE DOESN’T MOVE INTO OBVIOUSLY DANGEROUS GROUND, SUCH AS A FIRE OR A PIT. ON A SUCCESSFUL SAVE, THE TARGET TAKES HALF AS MUCH DAMAGE AND DOESN’T HAVE TO MOVE AWAY. A DEAFENED CREATURE AUTOMATICALLY SUCCEEDS ON THE SAVE.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 2ND LEVEL OR HIGHER, THE DAMAGE INCREASES BY 1D6 FOR EACH SLOT LEVEL ABOVE 1ST.@",DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,2,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,0,1,0,0,0,0,0,0,0
DIVINATION,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
DIVINE FAVOR,SPELL BASICS,1,EVOCATION,0,,V.S.@,Self,1 BONUS ACTION,"CONCENTRATION, UP TO 1 MINUTE@","YOUR PRAYER EMPOWERS YOU WITH DIVINE RADIANCE. UNTIL THE SPELL ENDS, YOUR WEAPON ATTACKS DEAL AN EXTRA 1D4 RADIANT DAMAGE ON A HIT.@",DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,2,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,0,0,0,0,1,0,0,0,0
DIVINE WORD,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
DOMINATE BEAST,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
DOMINATE MONSTER,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
DOMINATE PERSON,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
DRAWMIJS INSTANT SUMMONS,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
DREAM,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
DRUIDCRAFT,SPELL BASICS,0,TRANSMUTATION,0,,V.S.@,30 FEET,1 ACTION,INSTANTANEOUS@,"WHISPERING TO THE SPIRITS OF NATURE, YOU CREATE ONE OF THE FOLLOWING EFFECTS WITHIN RANGE:&*$YOU CREATE A TINY, HARMLESS SENSORY EFFECT THAT PREDICTS WHAT THE WEATHER WILL BE AT YOUR LOCATION FOR THE NEXT 24 HOURS. THE EFFECT MIGHT MANIFEST AS A GOLDEN ORB FOR CLEAR SKIES, A CLOUD FOR RAIN, FALLING SNOWFLAKES FOR SNOW, AND SO ON. THIS EFFECT PERSISTS FOR 1 ROUND.&*$YOU INSTANTLY MAKE A FLOWER BLOSSOM, A SEED POD OPEN, OR A LEAF BUD BLOOM.&*$YOU CREATE AN INSTANTANEOUS@, HARMLESS SENSORY EFFECT, SUCH AS FALLING LEAVES, A PUFF OF WIND, THE SOUND OF A SMALL ANIMAL, OR THE FAINT ODOR OF SKUNK. THE EFFECT MUST FIT IN A 5-FOOT CUBE.&*$YOU INSTANTLY LIGHT OR SNUFF OUT A CANDLE, A TORCH, OR A SMALL CAMPFIRE.@",DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,6,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,0,0,0,1,0,0,0,0,0
*DUST DEVIL,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
*EARTH BIND,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
*EARTH TREMOR,SPELL BASICS,1,EVOCATION,0,,V.S.@,SELF (10-FOOT RADIUS),1 ACTION,INSTANTANEOUS@,"YOU CAUSE A TREMOR IN THE GROUND IN A 10-FOOT RADIUS. EACH CREATURE OTHER THAN YOU IN THAT AREA MUST MAKE A DEXTERITY SAVING THROW. ON A FAILED SAVE, A CREATURE TAKES 1D6 BLUDGEONING DAMAGE AND IS KNOCKED PRONE. IF THE GROUND IN THAT AREA IS LOOSE EARTH OR STONE, IT BECOMES DIFFICULT TERRAIN UNTIL CLEARED.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 2ND LEVEL OR HIGHER, THE DAMAGE INCREASES BY 1D6 FOR EACH SLOT LEVEL ABOVE 1ST.@",DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,2,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,0,1,0,1,0,0,1,0,1
EARTHQUAKE,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
ELDRITCH BLAST,SPELL BASICS,0,EVOCATION,0,,V.S.@,120 FEET,1 ACTION,INSTANTANEOUS@,"A BEAM OF CRACKLING ENERGY STREAKS TOWARD A CREATURE WITHIN RANGE. MAKE A RANGED SPELL ATTACK AGAINST THE TARGET. ON A HIT, THE TARGET TAKES 1D10 FORCE DAMAGE.&&AT HIGHER LEVELS. THE SPELL CREATES MORE THAN ONE BEAM WHEN YOU REACH HIGHER LEVELS: TWO BEAMS AT 5TH LEVEL, THREE BEAMS AT 11TH LEVEL, AND FOUR BEAMS AT 17TH LEVEL. YOU CAN DIRECT THE BEAMS AT THE SAME TARGET OR AT DIFFERENT ONES. MAKE A SEPARATE ATTACK ROLL FOR EACH BEAM.@",DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,2,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,0,0,0,0,0,0,0,1,0
ELEMENTAL BANE,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
ELEMENTAL WEAPON,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
ENHANCE ABILITY,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
ENLARGE/REDUCE,SPELL BASICS,,,,,,,,,,DAMAGE INFO,,,,,,,,,,,,,,,,SPELL CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,SAVING THROWS,,,,,,CLASS,,,,,,,,,
